SX,SY,SZ,EX,EY,EZ,Dia,Name
-334977.8,445735.0,70534.5,-331895.4,447869.5,70581.5,245.4,Pipe1110
-366114.9,499424.1,69009.6,-365562.2,496475.5,69132.0,245.4,Pipe1111
-366114.9,499424.1,69009.6,-367860.6,499116.0,69128.0,245.4,Pipe1112
-367860.6,499116.0,69128.0,-368954.2,497666.9,69134.0,245.4,Pipe1113
-368954.2,497666.9,69134.0,-368581.1,495908.7,69140.0,245.4,Pipe1114
228000.8,170457.4,74957.5,227985.3,169630.4,75244.0,90.0,Pipe1115
222354.7,163421.5,76162.0,222358.6,161588.2,76185.0,90.0,Pipe1116
228000.8,170457.4,74957.5,232311.3,164769.5,76141.0,90.0,Pipe1117
233709.5,162924.7,76170.2,233696.6,161754.6,76185.0,90.0,Pipe1118
160073.8,170456.7,74504.6,162684.9,167012.3,75312.9,90.0,Pipe1119
165789.0,162917.5,76170.2,165776.2,161747.4,76185.0,90.0,Pipe1120
160073.8,170456.7,74504.6,160064.8,169623.3,75401.0,90.0,Pipe1121
154434.2,163414.4,76162.0,154519.5,161631.8,76185.0,90.0,Pipe1122
29355.1,172048.5,73617.6,29364.0,185076.8,73571.6,204.6,FWP12 (1)
29355.1,172048.5,73617.6,34508.9,172366.6,74210.2,90.0,Pipe1123
35216.0,171283.0,74336.9,35390.8,166721.0,75750.0,90.0,Pipe1125
34508.9,172366.6,74210.2,35390.8,172421.0,75800.0,90.0,Pipe1123 (1)
35216.0,171283.0,74336.9,34508.9,172366.6,74210.2,90.0,Pipe1128
29364.0,185076.8,73571.6,31307.1,185101.7,76241.1,90.0,Pipe1129
29364.0,185076.8,73571.6,31330.2,183457.2,76143.1,90.0,Pipe1130
31330.2,183457.2,76143.1,37599.3,183457.0,76300.0,90.0,Pipe1131
31307.1,185101.7,76241.1,33656.9,185131.8,76300.0,90.0,Pipe1129 (1)
44722.4,165015.4,73712.5,29349.6,165015.4,73614.3,204.6,FWP11 (1)
44722.4,165015.4,73712.5,44724.6,168840.3,73780.2,163.6,Pipe1132
53024.9,171236.3,75515.5,42078.6,171244.7,75515.4,0.0,Pipe1133
44725.5,170560.3,73840.0,44725.5,171241.2,73908.0,131.0,Pipe1134
29368.9,192265.6,73516.6,51703.8,192265.8,75826.5,90.0,Pipe1135
49844.6,192265.8,75640.6,51703.8,190406.6,76325.0,90.0,Pipe1136
29301.2,204842.5,73472.7,37459.5,204653.2,74346.1,90.0,Pipe1137
29301.2,204842.5,73472.7,30162.9,203043.8,74638.1,90.0,Pipe1138
30162.9,203043.8,74638.1,47696.4,203042.2,76300.0,90.0,Pipe1139
32883.1,204759.4,73888.3,35236.7,206602.3,75571.0,90.0,Pipe1140
35236.7,206602.3,75571.0,35683.5,206601.3,76300.0,90.0,Pipe1141
47010.1,203042.3,76235.0,48317.3,201758.6,76300.9,90.0,Pipe1142
24226.5,210080.1,73418.5,42456.3,210622.6,75000.0,90.0,Pipe1143
41742.7,210601.4,74941.1,42380.1,209915.8,76285.0,90.0,Pipe1144
32870.3,210337.3,74208.6,33376.3,209369.8,76286.1,90.0,Pipe1145
33376.3,209369.8,76286.1,33433.6,208265.7,76300.0,90.0,Pipe1146
24006.4,216086.9,73386.7,37259.4,216059.3,74788.3,90.0,Pipe1147
36762.1,216060.4,74738.6,37452.1,215818.2,76019.7,90.0,Pipe1150
37452.1,215818.2,76019.7,37511.0,213824.3,76300.0,90.0,Pipe1151
37501.5,214148.8,76254.4,37341.0,214095.5,76285.1,90.0,Pipe1152
24091.0,222590.9,73353.8,46940.7,222591.0,75386.4,90.0,Pipe1153
46940.7,222591.0,75386.4,47480.4,222591.0,76186.3,90.0,Pipe1154
47480.4,222591.0,76186.3,48351.1,222591.0,76210.0,90.0,Pipe1154 (1)
46572.4,222591.0,75359.3,47510.9,223487.0,75837.9,90.0,Pipe1155
47510.9,223487.0,75837.9,47632.6,223899.7,76300.0,90.0,Pipe1156
46781.2,222591.0,75377.3,47809.3,223333.8,76161.6,90.0,Pipe1157
47809.3,223333.8,76161.6,48826.9,223946.6,76257.2,90.0,Pipe1158
24377.8,235794.1,73306.7,26257.2,233012.5,74150.0,90.0,Pipe1159
26257.2,233012.5,74150.0,32337.2,232991.2,74799.9,90.0,Pipe1160
24377.8,235794.1,73306.7,47086.0,235803.5,75634.8,90.0,Pipe1161
52073.5,235805.5,75889.8,52669.0,235805.5,76300.0,90.0,Pipe1162
50987.0,235805.0,75835.5,51570.2,238161.8,76228.8,90.0,Pipe1163
47642.4,235803.7,75663.4,49300.8,233953.4,76219.8,90.0,Pipe1164
27981.4,235795.6,73724.4,29632.8,234156.1,76232.2,90.0,Pipe1165
84373.6,372449.9,75581.3,80528.0,369804.1,75800.8,90.0,Pipe1166
227985.3,169630.4,75244.0,223615.6,164812.0,76138.8,90.0,Pipe1115 (1)
160064.8,169623.3,75401.0,155529.9,164622.6,76141.8,90.0,Pipe1121 (1)
91877.4,170456.6,74043.0,96379.4,164887.1,76140.8,90.0,Pipe1168
97856.8,163059.4,76170.2,97844.0,161889.3,76185.0,90.0,Pipe1169
91877.4,170456.6,74043.0,91924.5,169688.2,74276.2,90.0,Pipe1170
